id,source,vulnerability,risk_score
d7523e26-bb50-4072-8277-11d69e6c17fb,199.248.86.27,Brocade Fabric OS Default Credentials,91
73e63466-5a87-4b11-902f-1927d2860dca,139.58.16.1,Temporary File Download,74
dde0e69d-cb75-4774-b0e3-99d4d93db38b,195.131.179.122,Brocade Fabric OS Default Credentials,27
7f84801e-d87d-4210-ac75-e50d62754441,205.204.5.194,Docker remote API detection,8
acd87fd9-ecda-4689-8405-886518e2f10b,212.43.50.247,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),14
f2f5bd61-0c86-40b2-8f6d-24d9e77d65e9,225.200.235.7,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,77
dd4330c8-7f5d-4035-8f43-81fb1eb4e676,205.232.251.3,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,98
ac7b3354-f184-45cb-86f6-37e8df5aaa1d,129.141.34.131,Insecure .net framework 4.0,48
c874ee9d-e7dd-42e1-af50-6565952b29a8,48.26.131.21,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,77
3226a6ee-ecfb-4f67-9fe9-f81e3d2bbfb5,211.211.214.136,Bind Shell Backdoor Detection,46
26791281-b13d-4750-a2fa-011b9094d15d,110.219.57.216,Password Spraying Attack,20
8221137f-c458-4a98-ace1-6add4b17874c,76.239.91.134,NTMail3 Arbitrary Mail Relay,52
8262e767-04df-4cbf-9ee6-e52add97867a,20.194.212.38,MailEnable WebMail Detection,92
d0ef01d2-8913-4cbb-bd63-eaf326fbb5a0,42.109.146.100,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,47
a9f8186b-b67f-4a53-beea-babb060e3fcd,20.100.13.218,BSD Based FTP Server Multiple glob Function Remote Overflow,89
8027f5f0-4f2f-4a06-a113-a4889d6ae8c4,62.41.161.77,Insecure Apache version 2.2.15,6
cad5927e-d387-4278-9f9f-f6c3e4b172e0,30.253.51.250,Insecure .net framework 4.0,22
2ae26837-8e7a-480e-bb21-85daaf3256f7,174.179.40.224,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,42
aaa7e8f5-f71f-4902-a15a-c8a0c050e159,134.164.219.117,NTMail3 Arbitrary Mail Relay,87
0faab263-d5db-49e6-ac34-6d4198925bdb,30.253.51.250,Mozilla Firefox < 84.0,72
59b272e5-7ab1-4b61-8011-387daa1bf1d8,251.68.88.39,BSD Based FTP Server Multiple glob Function Remote Overflow,55
20ca8466-feb5-4689-bd53-d97af1e5e590,42.109.146.100,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,75
d34351e2-5b2b-496b-9b8d-bb0127af9bab,255.89.85.142,Unrestricted File Upload,41
1d19b5f0-8225-493e-951c-f8b7ac15805e,14.136.100.178,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,49
c9b71597-0ad9-4953-97d6-1b1e956c6296,80.12.208.81,Unrestricted File Upload,83
d429216e-b978-413a-bca0-2de0d82f6bfb,246.8.156.194,BSD Based FTP Server Multiple glob Function Remote Overflow,11
d5427fed-eb9b-4a07-86a4-b0bd24049f2f,30.253.51.250,Brocade Fabric OS Default Credentials,35
b4737b5b-98aa-4d52-a261-ace8a6fbff4d,16.196.99.124,Unrestricted File Upload,8
36a9c53e-c282-431a-82d7-715476f2795d,129.141.34.131,Temporary File Download,46
26b4e7e4-1b05-4302-ba6e-fb47b29fb756,198.105.121.142,Oracle WebLogic Server Plug-in Remote Overflow (1166189),54
4ddfd436-ed95-49a8-aaf4-97c196aa7725,15.121.227.60,Apache Struts2 Remote Command Execution,9
093c2a44-a78b-476c-bcc7-b46befddb9af,246.8.156.194,Brocade Fabric OS Default Credentials,5
2ece17c6-046d-46b9-93c1-b8646bb3dbc7,121.21.129.88,MailEnable WebMail Detection,87
428db018-a8db-481c-8529-82452c6ab717,161.186.251.87,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,24
35cd0443-f155-486c-a6b8-ab06db4cbc66,212.43.50.247,Unrestricted File Upload,44
e6f73df4-0ed6-4935-b81c-4ea6726c5255,29.148.80.121,Apache Struts2 Remote Command Execution,24
6f0f53bf-d4ec-43e0-80f5-22c8a9e69e82,133.55.115.90,Unrestricted File Upload,93
ffba88b6-db40-46b6-bcc5-853741405358,212.43.50.247,Mozilla Firefox < 84.0,40
e2b0a601-32ce-459f-9138-5c4de2dcc017,48.26.131.21,Insecure .net framework 4.0,64
a2c985d4-f2de-4051-a1e5-b0b90e938769,119.213.58.199,Docker remote API detection,54
4458e13b-d52c-4976-9ba4-17d21b4a461b,139.58.16.1,Microsoft Windows 95/98/ME Unsupported Installation Detection,53
caf684e1-6b61-48af-a964-da741820af7f,42.109.146.100,Insecure .net framework 4.0,68
492c139a-0903-44a0-8d15-a1cae07d04f0,150.93.106.16,Account Takeover via Forgot Password,38
4793ddca-6769-4837-826b-b56357dfbfae,76.239.91.134,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,39
c0749077-af01-4570-99f1-4bf7a25bd289,123.235.172.151,Insecure Kentico version 8.1 is running,7
dcd18ad6-6c10-4beb-b9bf-44aa02936cf8,195.131.179.122,Bind Shell Backdoor Detection,27
17548786-588a-4941-a81c-ff8a6e5c3cec,254.150.88.142,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,30
68b188bb-e247-49b3-9b4a-e5f6819b9ee2,68.138.160.33,File Content Disclosure /etc/passwd,79
5dcc6d33-07c8-42aa-8f93-c8a749a8c462,225.200.235.7,Apache ActiveMQ Detection,97
d16df02d-c87e-4003-8426-d8ff3a26cc49,255.89.85.142,Unsupported Cisco Operating System,79
f9fdc034-1690-42cc-8eb0-1b2bbfe2377e,156.185.127.68,Bind Shell Backdoor Detection,42
9b63c25c-950b-46ba-b9db-bd07c09f55ba,215.158.157.103,Docker remote API detection,68
31e98544-4b68-4ffa-b875-f06acdce2c9d,254.150.88.142,Temporary File Download,16
b7936033-a209-4188-bcc6-0751875bed0b,68.138.160.33,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,86
032f735e-2cf7-4ee0-b801-a76015d1147f,130.226.238.118,Microsoft Windows 95/98/ME Unsupported Installation Detection,27
2b1dac64-e503-46d0-a23e-2c69e9412932,194.26.184.38,Mozilla Firefox < 84.0,94
46fb17e0-0377-4a9d-b7b4-78b5cf4d1b90,76.239.91.134,Apache ActiveMQ Detection,30
dd66b492-5703-4c9a-a83d-7ea456348d5c,246.8.156.194,Bind Shell Backdoor Detection,59
c88c6db6-9933-48ae-a06e-0d55dc394ae4,2.25.181.181,Unrestricted File Upload,15
9c3e9d9c-65ef-4360-97b1-f3acdeedab1f,203.109.127.147,JBoss Java Object Deserialization RCE,4
311ee869-9912-4ae5-b00a-7e870eccf653,60.83.159.99,Exposure of Application source code config files and credentials,9
c3fe052f-d079-4110-ae41-4e16384d3bef,244.192.45.95,Account Takeover via Forgot Password,77
9cd4636a-5bc4-42ff-92a1-759d606531e1,60.83.159.99,Account Takeover via Forgot Password,47
36ba9d7e-1cdf-4927-ab38-457a891fa636,199.248.86.27,NTMail3 Arbitrary Mail Relay,23
858e4c08-8473-4a5e-b16c-c78cfea1a8dc,220.140.43.225,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,67
d4919d14-7607-4142-849f-b445071b8cd5,92.222.219.30,BSD Based FTP Server Multiple glob Function Remote Overflow,9
e7b0f930-b169-4898-b629-9ae71d9f5a9c,200.15.194.52,Microsoft Windows 95/98/ME Unsupported Installation Detection,35
26e817bf-6635-457e-9ac6-30a5737ee1d0,50.255.144.198,Mozilla Firefox ESR < 78.6,74
be740576-200a-4d77-809c-87d10fd3e035,212.43.50.247,Unrestricted File Upload,28
4005b010-32da-43e5-b157-537c7eafe692,123.235.172.151,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),29
62ce5ca2-95dc-4dc6-9dcf-fce1995d9c66,10.128.35.79,Unrestricted File Upload,64
b8a26597-6cf5-4c45-9ac8-80b0c17b39c5,62.224.210.247,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,20
0a8ca173-dc7b-4221-8eaf-070f6daf40c7,119.213.58.199,Insecure Kentico version 8.1 is running,71
bac15a9b-65f1-44f0-a892-03fa3e8d22f0,212.43.50.247,JBoss Java Object Deserialization RCE,19
f9a4aeb4-98bf-49c9-8adc-6f7be31bcfc9,76.139.33.239,Mozilla Firefox ESR < 78.6,24
2d1ca156-4b9f-4628-bf1d-a7742e5784f4,131.42.79.221,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,23
724c15d0-cd65-4b6c-bb8b-589b5b76c0b1,156.185.127.68,Oracle Error Log Found,60
5c9e686d-2ab6-4b50-a7b7-80d979acf7b0,58.96.118.146,Bind Shell Backdoor Detection,16
9ae4cb8b-a066-40b5-8af9-467d7b62a283,30.253.51.250,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,26
64cbf1bb-1adc-47fb-ac5f-e94914501635,68.138.160.33,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,78
d31a3a14-0cb6-43b7-a1ec-b74f3524a755,197.250.224.86,Account Takeover via Forgot Password,54
4a27629f-7921-4e3d-869b-6c7baaab3b7d,52.79.75.53,Unsupported Cisco Operating System,53
23b40e85-1f0f-42fc-98e0-f3e1825615fd,52.79.75.53,Temporary File Download,59
82ea1f5c-973b-42c1-b908-6f26213d016b,209.76.2.123,Unrestricted File Upload,99
dc6331c0-0c88-47c0-bc07-71499c04a8a3,225.200.235.7,BSD Based FTP Server Multiple glob Function Remote Overflow,94
1094c5e8-49eb-46e0-a9a3-c06fac51fb8d,237.62.251.21,Microsoft Windows 95/98/ME Unsupported Installation Detection,88
827ff1aa-8295-4ce5-9f2a-c37edd6924a8,80.90.180.26,Oracle WebLogic Server Plug-in Remote Overflow (1166189),84
e2d42071-1f18-41a0-9879-75a782d99a50,15.53.18.15,Oracle WebLogic Server Plug-in Remote Overflow (1166189),45
fce8cdd4-da81-4db2-baa5-915f18bf932f,205.170.195.204,MailEnable WebMail Detection,63
2be63d0d-6456-470a-94b4-997ea8e7f16f,48.26.131.21,Unrestricted File Upload,55
5f59e8e0-c9d5-46a2-918b-4d01f7f9df2b,119.213.58.199,Password Spraying Attack,80
f0761ede-809e-4f33-ba83-8a3f33c15d4f,124.52.124.205,Exposure of Application source code config files and credentials,95
28211b18-340f-456c-b151-c0d042386e8c,80.12.208.81,Mozilla Firefox < 84.0,4
af032e75-b381-4f79-9cb3-afbf12455350,212.43.50.247,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,40
421c77b2-d6b9-4422-b2b5-60079a88826c,133.55.115.90,Account Takeover via Forgot Password,91
e52ff45a-a674-4a0a-bd4a-d6d0d9397cb1,209.76.2.123,Apache ActiveMQ Detection,72
2b60b19f-8d64-41f0-a356-147abd4cada4,42.109.146.100,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),46
ea3e957e-4029-4fe0-8af5-bd9c4ea71e44,201.10.141.151,Apache ActiveMQ Detection,34
813a6435-bbc4-4da2-b890-43706d2a6656,237.62.251.21,NTMail3 Arbitrary Mail Relay,22
fba3db13-1bc2-4f3c-ac32-9cd274c1c833,209.76.2.123,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,82
5dfb7c4a-7ef1-49d8-9fec-38e0210b1b27,114.77.9.43,Unrestricted File Upload,87
14190560-11e7-49f3-a556-eab0776f6fa5,234.130.35.103,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,77
9104275b-f42f-4e2f-8576-16788afbb5dc,15.53.18.15,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),70
be6f009d-096e-4f0a-96c4-63661fb371ef,205.204.5.194,Apache ActiveMQ Detection,20
6868577b-9d3b-4d52-8f41-f923b274faf6,199.248.86.27,Microsoft Windows 95/98/ME Unsupported Installation Detection,87
3df646d2-090a-4a44-b9b9-7099be8b498c,42.240.26.60,Account Takeover via Forgot Password,98
66660540-3811-4a5c-8cde-9fc2133f2221,88.253.242.192,Bind Shell Backdoor Detection,63
4885bfb9-5fc2-419b-b881-2dffd5ec874e,185.204.254.63,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,7
42480012-3440-48c6-bae8-737fb18bd8ab,247.41.39.120,Account Takeover via Forgot Password,99
55f1459f-e185-43f7-a22d-76009d4d2b93,118.127.3.27,JBoss Java Object Deserialization RCE,74
f5570980-118d-4436-8326-03164f4c2105,80.12.208.81,Bind Shell Backdoor Detection,69
1c72ebc3-ab8f-47bc-aaa0-be7d8d9259bd,80.90.180.26,Temporary File Download,64
a32f46c2-bd46-401c-a04c-924b45111e94,174.179.40.224,Password Spraying Attack,2
a7d46d49-a13c-4d6b-a4ee-d6e4b29140aa,220.140.43.225,Brocade Fabric OS Default Credentials,41
6a46e58c-37ab-45ec-b1ed-77985d2d76c3,156.185.127.68,MailEnable WebMail Detection,87
1089cf42-e0d2-4449-87bd-6b8fe3262b8e,244.88.127.199,Unrestricted File Upload,87
7ea4095a-388d-4dbd-89e6-9e48d20a36bb,230.240.158.17,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),18
8f1be6af-4295-49d9-93cc-fd79f8225d53,197.250.224.86,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,75
d48dcff1-dbcb-480d-a378-876b63d42b1f,198.21.121.206,Mozilla Firefox ESR < 78.6,59
70d10d88-3b9a-4b8f-beb3-0b70f0d1cb5a,133.15.4.45,Temporary File Download,66
7262dfd7-2c50-419d-a0f9-96c47a6c588c,30.204.122.113,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,69
49432966-f300-4025-8168-68dab34b72bd,129.141.34.131,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,15
456b4059-c8ad-4af4-b405-51fbb5daf0c0,251.68.88.39,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,50
98b82d28-d854-4da5-a5b2-00afbb267d60,244.192.45.95,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,26
4cf148b0-ff19-43ef-be5b-dbe1ce23913c,58.96.118.146,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,58
9e840348-6f93-4e19-8e47-df3a1be6708c,30.253.51.250,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,68
6e69c010-6de4-456d-9bb0-407269f86b32,15.121.227.60,Oracle WebLogic Server Plug-in Remote Overflow (1166189),37
f75d2f4a-bdf0-4871-b3c7-ba1cbe090fda,173.78.199.190,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,63
91c5cc9a-3fb5-46e9-af79-90ef20324fa7,205.204.5.194,Unrestricted File Upload,15
f4586e93-a53f-4977-af82-e9ffe4c7bc40,237.62.251.21,JBoss Java Object Deserialization RCE,44
fe4728e0-67dd-42a3-9c4e-05150285dd24,42.240.26.60,Unrestricted File Upload,14
8e4cc2b7-2497-44b5-9e69-4aac2a2a18d7,100.34.68.89,Insecure Kentico version 8.1 is running,83
e965f2df-2dc4-41c0-8a25-1d13635c8882,255.89.85.142,Exposure of Application source code config files and credentials,28
e19ab83e-18d8-4c66-b9ef-09cdc24aa531,209.76.2.123,Mozilla Firefox < 84.0,25
21f3ec0f-6921-4f3a-a7a7-c4a5e50451f9,134.164.219.117,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,79
5d0c210d-d6cb-4567-aa03-92262432e6af,42.240.26.60,Account Takeover via Forgot Password,61
20a74081-25d6-4936-bb6b-897ba542fc3e,234.130.35.103,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,96
db587446-42c2-4ee3-885d-26e31556824b,76.239.91.134,Docker remote API detection,78
2ccc30c6-2145-4c89-927d-e9d345062939,205.204.5.194,Unsupported Cisco Operating System,95
5ce6af12-38ac-4766-a0af-7bd51ad7923f,20.194.212.38,Account Takeover via Forgot Password,43
e983ac6b-5a14-4483-a02f-1dd2aae8799e,50.255.144.198,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,85
7b335553-00c2-4a67-a67e-c24e92ea8a33,16.196.99.124,NTMail3 Arbitrary Mail Relay,76
b82717dc-10c0-46e8-a0d3-5c86bff620e7,10.128.35.79,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,61
93919628-73a1-492a-b04c-f041eed3e350,205.232.251.3,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,91
f8ddd725-48a6-479a-be01-375a8adde66c,42.240.26.60,BSD Based FTP Server Multiple glob Function Remote Overflow,62
84353feb-926a-45b5-928e-de1cf768b28d,254.150.88.142,Mozilla Firefox < 84.0,23
38ae4e2d-72fe-4179-a31e-9478c9d09319,10.128.35.79,Apache ActiveMQ Detection,47
55ebaee9-e51f-44e1-a64f-5707273bf2d5,10.128.35.79,Brocade Fabric OS Default Credentials,81
2748f6e0-2fc4-4f89-a461-e8309aa955fe,255.89.85.142,Brocade Fabric OS Default Credentials,89
8de75bdb-c9c2-4988-993a-479375a5b052,101.214.182.111,Microsoft Windows 95/98/ME Unsupported Installation Detection,99
a7bf3cda-4553-40e9-840d-b3d9b1f462e8,198.105.121.142,Unrestricted File Upload,97
e5064b8a-b614-46e9-9dd7-45564bdbdede,215.158.157.103,Temporary File Download,45
1a79fbf7-0533-471d-8a6d-43d85b09c3ed,198.21.121.206,Bind Shell Backdoor Detection,83
865be362-de04-4d94-8ca2-c0081d08697c,194.211.32.228,MailEnable WebMail Detection,60
141ae426-be6e-4b21-8c5a-25409570900c,110.219.57.216,BSD Based FTP Server Multiple glob Function Remote Overflow,78
640605f4-e57e-4610-a75e-ba0e62cad639,121.21.129.88,Oracle WebLogic Server mod_wl POST Request Remote Overflow,55
d73e58e5-7153-4b78-8cc7-7d83d13a688d,254.150.88.142,Mozilla Firefox ESR < 78.6,12
74b7d6a4-0c55-48f6-b88c-cb6dbb86d3fa,174.179.40.224,Unsupported Cisco Operating System,34
e5a9faca-a227-4ff1-8d95-642f7e81bed5,48.26.131.21,Mozilla Firefox ESR < 78.6,99
8d3b7463-bca1-4c6f-9dbf-2b35fea7120b,209.119.227.238,Insecure Kentico version 8.1 is running,1
15b77968-1ac5-4695-a3ef-53aec1ea51fd,114.77.9.43,Account Takeover via Forgot Password,19
ef7a9d0b-e9bc-4d7a-afef-da5298a034d6,29.29.49.207,Unrestricted File Upload,8
702ecd7d-7ef2-4793-bcd4-468b9baeb904,34.142.3.137,Mozilla Firefox ESR < 78.6,85
6e472621-151e-4319-9584-7cf8106cd0df,251.68.88.39,Exposure of Application source code config files and credentials,83
9ab9d8f5-d328-4ea0-85a7-0c1f924d0f6f,29.148.80.121,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,66
be491383-5ca4-43c4-a6bc-9210737f0c08,121.21.129.88,Insecure Kentico version 8.1 is running,57
84c011f2-951b-4ffc-9e52-f892b6e4f885,112.133.16.254,Insecure Kentico version 8.1 is running,3
381b47ac-db23-4d87-9dd1-e1c37ee88d9c,247.41.39.120,Apache ActiveMQ Detection,25
a68e7160-2961-484d-a18e-9dd0cc90b5b4,220.140.43.225,Temporary File Download,32
bf0b5f61-882f-4f5d-aa75-5c0d8d906a79,198.105.121.142,Apache ActiveMQ Detection,92
1aee17e6-607e-404a-b1e7-a45c842c3623,244.192.45.95,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,85
f2cdb268-a3ff-4b31-ba01-651a09ba5e26,131.42.79.221,Brocade Fabric OS Default Credentials,31
ac2358af-e4ab-49c2-aaa2-ab4f217cd7ee,2.25.181.181,Password Spraying Attack,22
a0ad5010-1d04-472c-b43a-d7ad18947243,112.133.16.254,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),28
f78c7187-ce0a-4b3f-a373-4f9774216d0f,254.150.88.142,Insecure Kentico version 8.1 is running,18
3b81dd70-a019-4908-b4dd-ea51b1532616,131.42.79.221,Unsupported Cisco Operating System,68
ce910d4c-66f3-4621-8d7e-8c7deda875f5,62.224.210.247,Insecure Apache version 2.2.15,60
38ffad29-c789-4e12-b387-85c6b7d44187,246.8.156.194,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,75
fd551065-f1d4-40cc-8dea-91410c3cdae9,198.21.121.206,JBoss Java Object Deserialization RCE,1
83667cd7-6eee-43a9-892a-1ac8d4500925,156.185.127.68,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,90
ada6a211-e45f-475c-aa63-1fe338acbff9,124.52.124.205,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,52
6011aed4-4c78-4486-8ee8-5b4ea1fab2d9,244.192.45.95,Mozilla Firefox < 84.0,38
5a10d5a5-70dc-488b-b1a3-8604290eba20,158.6.226.19,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,43
30f3ddbc-16c0-41a1-b282-eec7b6bd94a6,225.200.235.7,Mozilla Firefox ESR < 78.6,58
4df526dc-c5f8-418c-9a9d-b860600d6a22,139.58.16.1,Account Takeover via Forgot Password,57
e401b0fd-8a5e-4f57-94c1-2f5edec5e788,121.21.129.88,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,43
81f6c924-ff0e-4c72-8b95-38f96949c82b,197.250.224.86,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,44
26b99de7-893c-490a-b30b-c1e068dd6b44,211.211.214.136,Brocade Fabric OS Default Credentials,1
59b648b6-79b6-4b9b-80fe-21b7b5a651b5,237.62.251.21,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,45
92401767-16c2-4bb6-8cfc-1dcbeaf8b4cc,20.194.212.38,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,11
bee80ece-63ae-4499-839f-307341f6e7d0,199.248.86.27,MailEnable WebMail Detection,37
1d4bae0c-9228-4509-9d46-8d1a7cd3a10b,37.31.118.20,Temporary File Download,88
fec97698-8fca-4d4e-aff1-667df521f14f,58.96.118.146,Unrestricted File Upload,7
31a03e35-a3af-4430-91e0-440bc3d9e988,134.164.219.117,MailEnable WebMail Detection,93
2abc0aa7-128f-4c47-bd7e-f4862171653a,161.186.251.87,Brocade Fabric OS Default Credentials,17
e55e7ca6-6a36-4db4-ab76-27e7e715e5a3,68.138.160.33,Unrestricted File Upload,95
4d334d25-2b7a-4419-928c-1cb384f85aa8,80.90.180.26,Brocade Fabric OS Default Credentials,30
9f42d6e3-864a-44db-93e1-5a2b9a463b9a,60.83.159.99,Exposure of Application source code config files and credentials,11
fb09226b-80d6-4a09-a0dd-220ad234178f,133.15.4.45,Apache Struts2 Remote Command Execution,66
a354adb8-7265-4820-8d90-50d9592f56cb,48.26.131.21,Brocade Fabric OS Default Credentials,81
31686a24-9af7-4829-80ac-8c108c0d6d60,198.21.121.206,Mozilla Firefox < 84.0,48
6e2b7b68-cd58-4ccd-b113-0848e859b16b,174.30.81.201,Docker remote API detection,64
f1712c32-0727-4f24-9c46-85376a1e8821,134.164.219.117,JBoss Java Object Deserialization RCE,83
5604e17b-f053-4fbb-b8e8-4c7f824cf8cd,129.141.34.131,Bind Shell Backdoor Detection,41
f1bbb279-95fa-47ed-bc43-0d938fb81099,98.90.19.164,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,9
b54e2fb6-4d95-4929-8113-a624e29843ad,80.12.208.81,Unrestricted File Upload,64
3045f2bb-1abf-4dc8-9a6d-d93b511f96c9,20.194.212.38,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,35
92345ba9-b342-4ef7-ac95-cbff36c1b1de,171.214.205.244,File Content Disclosure /etc/passwd,28
b9e38dd2-9482-4692-84f7-45d6666273ac,199.248.86.27,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,97
703694ce-3000-4b1e-bb1d-d652676b73b6,194.26.184.38,Insecure Kentico version 8.1 is running,39
5e5d9b15-b3e3-4f2b-9b9b-9725adb6fdf5,30.204.122.113,Insecure Apache version 2.2.15,70
9a7e660c-bd91-4cd7-924a-61296e252784,139.58.16.1,Password Spraying Attack,44
2395dd6e-e361-40a8-a2ce-bd0d2fe19f32,244.88.127.199,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,31
85ea540f-a4b3-4a86-b977-55c0255ebbd0,14.136.100.178,Unrestricted File Upload,84
16b1b7e6-572b-40fb-91e3-2ed1565b1051,134.164.219.117,Unrestricted File Upload,91
396a0589-49c3-469d-a2f8-8ef9c22a2d5b,15.121.227.60,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,27
e5e047e4-4e72-4bee-90bf-2f669cab16d2,131.42.79.221,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,53
35061589-7eeb-4925-9aed-08391963f956,62.224.210.247,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,65
b00d83f9-77df-4566-8c56-f18d674c92e6,16.196.99.124,Unrestricted File Upload,30
ecf6bf3c-a3c8-4d38-b707-5e6315574362,101.214.182.111,BSD Based FTP Server Multiple glob Function Remote Overflow,83
77a01186-7728-451e-9d2b-d2f5fff82d04,174.30.81.201,JBoss Java Object Deserialization RCE,74
980f9a7c-c8f8-47d7-8ce4-2daf3d4459c4,62.41.161.77,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,38
ba16b7d3-3ea5-45d6-aa5d-acd5135e0e33,194.211.32.228,Password Spraying Attack,66
34520ec7-bcc7-4f97-b9bc-e7a742609d26,251.68.88.39,File Content Disclosure /etc/passwd,76
becf4ac4-d08b-4a02-9a21-32a5419fe19b,76.239.91.134,Oracle Error Log Found,38
728c7ecd-4f93-4efe-997a-9c1453995036,2.25.181.181,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,89
21cc2e75-79d1-4f2d-8f7b-5428f35d52d1,81.62.129.251,BSD Based FTP Server Multiple glob Function Remote Overflow,1
e49c2f2a-8342-42e0-b24c-1521c8488a0c,206.68.75.94,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,11
5b67eedd-b672-465f-96d2-aa00fa83f27b,158.6.226.19,JBoss Java Object Deserialization RCE,95
a02fc5c8-a299-4bb3-96b7-5acbcc2d1959,52.79.75.53,Bind Shell Backdoor Detection,27
05cddc6f-ed66-4f12-a745-3078ab37c663,130.226.238.118,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,17
136d34e4-7164-48bf-bc25-96ba3b4cfc2f,194.25.223.78,Oracle WebLogic Server mod_wl POST Request Remote Overflow,1
b82f8d30-1427-4efc-abd4-d50903b8ad0b,185.204.254.63,NTMail3 Arbitrary Mail Relay,96
dcb416be-0965-42e5-a885-85ac951b14c7,205.170.195.204,Insecure Apache version 2.2.15,99
0753664d-9841-4861-8f3d-72601d2dc8f4,174.30.81.201,BSD Based FTP Server Multiple glob Function Remote Overflow,33
87fa2482-629a-408e-ba07-cb0e9fb49eb8,246.8.156.194,Apache Struts2 Remote Command Execution,52
bb4493a1-3b08-4c4e-9be0-c615186dbf9c,118.151.172.176,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),47
deb065ab-b5e9-4b99-a749-57e4e58b74b0,187.4.168.43,JBoss Java Object Deserialization RCE,76
58eff69a-4ea5-4b68-abd1-795b5fb71cd7,194.211.32.228,Bind Shell Backdoor Detection,34
052e889d-9b40-4cbd-9723-e839faf75ffd,131.42.79.221,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,79
fe1448dc-3f54-4670-977f-c2bdc81fef34,79.184.88.88,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,80
